ITEM,SID,EID
CD,760063,3
CD,760063,4
CKING,760376,1
CKING,760376,2
CKING,760575,1
SVG,760575,2
IRA,760575,3
IRA,760575,4
IRA,760631,1
IRA,760631,2
CKING,760723,1
SVG,760723,2
ATM,760723,3
ATM,760723,4
CKING,760780,1
SVG,760780,2
CD,760780,3
CD,760780,4
SVG,760798,1
SVG,760798,2
CKING,760807,1
MMDA,760807,2
TRUST,760807,3
TRUST,760807,4
CKING,760808,1
CKING,760808,2
CKING,760851,1
MMDA,760851,2
SVG,760851,3
CD,760851,4
CD,760851,5
CKING,760856,1
ATM,760856,2
HMEQLC,760856,3
AUTO,760856,4
AUTO,760856,5
CKING,760887,1
SVG,760887,2
ATM,760887,3
ATM,760887,4
CKING,760916,1
CCRD,760916,2
HMEQLC,760916,3
MTG,760916,4
MTG,760916,5
CKING,760949,1
MMDA,760949,2
CD,760949,3
CCRD,760949,4
MTG,760949,5
TRUST,760949,6
TRUST,760949,7
CKING,760990,1
HMEQLC,760990,2
HMEQLC,760990,3
CKING,761009,1
ATM,761009,2
ATM,761009,3
CKING,761155,1
SVG,761155,2
ATM,761155,3
PLOAN,761155,4
AUTO,761155,5
AUTO,761155,6
CKING,761173,1
SVG,761173,2
HMEQLC,761173,3
AUTO,761173,4
AUTO,761173,5
CKING,761257,1
SVG,761257,2
IRA,761257,3
IRA,761257,4
CKING,761267,1
SVG,761267,2
CD,761267,3
CD,761267,4
CKING,761348,1
SVG,761348,2
ATM,761348,3
ATM,761348,4
CKING,761400,1
CKING,761400,2
CKING,761440,1
MMDA,761440,2
SVG,761440,3
MTG,761440,4
CKCRD,761440,5
CKCRD,761440,6
CKING,761441,1
SVG,761441,2
ATM,761441,3
MTG,761441,4
MTG,761441,5
CKING,761573,1
SVG,761573,2
SVG,761573,3
CKING,761594,1
MMDA,761594,2
SVG,761594,3
ATM,761594,4
ATM,761594,5
SVG,761615,1
ATM,761615,2
ATM,761615,3
CKING,761721,1
SVG,761721,2
ATM,761721,3
MTG,761721,4
MTG,761721,5
ATM,761742,1
ATM,761742,2
CKING,761747,1
MMDA,761747,2
SVG,761747,3
CD,761747,4
CD,761747,5
CKING,761929,1
SVG,761929,2
ATM,761929,3
ATM,761929,4
CKING,761943,1
SVG,761943,2
ATM,761943,3
ATM,761943,4
CKING,762034,1
HMEQLC,762034,2
HMEQLC,762034,3
CKING,762050,1
SVG,762050,2
HMEQLC,762050,3
MTG,762050,4
CKCRD,762050,5
CKCRD,762050,6
ATM,762060,1
ATM,762060,2
CKING,762125,1
SVG,762125,2
SVG,762125,3
CKING,762296,1
CD,762296,2
ATM,762296,3
HMEQLC,762296,4
HMEQLC,762296,5
CKING,762513,1
MMDA,762513,2
CCRD,762513,3
CCRD,762513,4
CKING,762545,1
SVG,762545,2
ATM,762545,3
ATM,762545,4
CCRD,762548,1
CCRD,762548,2
CKING,762670,1
SVG,762670,2
CD,762670,3
CKCRD,762670,4
CKCRD,762670,5
CKING,762714,1
CKING,762714,2
CKING,762734,1
MMDA,762734,2
CCRD,762734,3
CCRD,762734,4
CKING,762838,1
ATM,762838,2
HMEQLC,762838,3
HMEQLC,762838,4
CKING,762985,1
SVG,762985,2
CD,762985,3
CD,762985,4
CKING,763027,1
MMDA,763027,2
CCRD,763027,3
HMEQLC,763027,4
TRUST,763027,5
CKCRD,763027,6
CKCRD,763027,7
CKING,763218,1
SVG,763218,2
CD,763218,3
CCRD,763218,4
TRUST,763218,5
TRUST,763218,6
CKING,763285,1
MMDA,763285,2
ATM,763285,3
TRUST,763285,4
TRUST,763285,5
CKING,763386,1
SVG,763386,2
CD,763386,3
CD,763386,4
CKING,763405,1
MMDA,763405,2
CD,763405,3
CD,763405,4
CKING,763506,1
SVG,763506,2
CD,763506,3
AUTO,763506,4
CKCRD,763506,5
CKCRD,763506,6
CKING,763579,1
CKING,763579,2
CKING,763593,1
ATM,763593,2
AUTO,763593,3
AUTO,763593,4
CKING,763675,1
MMDA,763675,2
CCRD,763675,3
TRUST,763675,4
CKCRD,763675,5
CKCRD,763675,6
CKING,763686,1
SVG,763686,2
ATM,763686,3
ATM,763686,4
CKING,763764,1
ATM,763764,2
ATM,763764,3
CKING,763840,1
CKCRD,763840,2
CKCRD,763840,3
MMDA,763878,1
CD,763878,2
IRA,763878,3
IRA,763878,4
SVG,763959,1
SVG,763959,2
CKING,763976,1
SVG,763976,2
CD,763976,3
ATM,763976,4
CCRD,763976,5
CCRD,763976,6
CKING,764018,1
MMDA,764018,2
SVG,764018,3
CD,764018,4
ATM,764018,5
ATM,764018,6
CKING,764296,1
ATM,764296,2
ATM,764296,3
CKING,764417,1
SVG,764417,2
SVG,764417,3
SVG,764433,1
ATM,764433,2
ATM,764433,3
CKING,764609,1
SVG,764609,2
CD,764609,3
IRA,764609,4
TRUST,764609,5
TRUST,764609,6
CKING,764682,1
SVG,764682,2
CD,764682,3
IRA,764682,4
CCRD,764682,5
AUTO,764682,6
AUTO,764682,7
CKING,764751,1
SVG,764751,2
ATM,764751,3
HMEQLC,764751,4
MTG,764751,5
MTG,764751,6
CKING,764777,1
SVG,764777,2
CD,764777,3
ATM,764777,4
ATM,764777,5
CD,765092,1
CD,765092,2
CKING,765131,1
SVG,765131,2
SVG,765131,3
CKING,765217,1
MMDA,765217,2
SVG,765217,3
ATM,765217,4
HMEQLC,765217,5
HMEQLC,765217,6
CKING,765218,1
CD,765218,2
CCRD,765218,3
CKCRD,765218,4
CKCRD,765218,5
CKING,765231,1
CKING,765231,2
CKING,765297,1
SVG,765297,2
SVG,765297,3
CKING,765329,1
MMDA,765329,2
SVG,765329,3
HMEQLC,765329,4
HMEQLC,765329,5
CKING,765371,1
SVG,765371,2
CD,765371,3
CD,765371,4
CKING,765446,1
MMDA,765446,2
CCRD,765446,3
CCRD,765446,4
CKING,765476,1
MMDA,765476,2
SVG,765476,3
CD,765476,4
IRA,765476,5
IRA,765476,6
SVG,765558,1
SVG,765558,2
CKING,765637,1
SVG,765637,2
ATM,765637,3
ATM,765637,4
CKING,765743,1
SVG,765743,2
CD,765743,3
CCRD,765743,4
CCRD,765743,5
CKING,765751,1
SVG,765751,2
ATM,765751,3
HMEQLC,765751,4
MTG,765751,5
MTG,765751,6
CKING,765803,1
MMDA,765803,2
SVG,765803,3
CD,765803,4
IRA,765803,5
IRA,765803,6
CKING,765807,1
SVG,765807,2
CD,765807,3
CKCRD,765807,4
CKCRD,765807,5
SVG,765827,1
SVG,765827,2
CKING,766046,1
CKING,766046,2
CKING,766091,1
SVG,766091,2
CD,766091,3
ATM,766091,4
MTG,766091,5
MTG,766091,6
CKING,766107,1
SVG,766107,2
ATM,766107,3
ATM,766107,4
CKING,766137,1
SVG,766137,2
SVG,766137,3
CKING,766160,1
ATM,766160,2
ATM,766160,3
CKING,766215,1
MMDA,766215,2
HMEQLC,766215,3
HMEQLC,766215,4
MMDA,766295,1
CD,766295,2
CD,766295,3
CKING,766363,1
ATM,766363,2
ATM,766363,3
CKING,766404,1
SVG,766404,2
IRA,766404,3
CCRD,766404,4
HMEQLC,766404,5
CKCRD,766404,6
CKCRD,766404,7
CKING,766438,1
SVG,766438,2
SVG,766438,3
CKING,766452,1
ATM,766452,2
HMEQLC,766452,3
HMEQLC,766452,4
CKING,766488,1
ATM,766488,2
ATM,766488,3
MMDA,766511,1
SVG,766511,2
CD,766511,3
CD,766511,4
CKING,766612,1
SVG,766612,2
SVG,766612,3
CKING,766676,1
MMDA,766676,2
SVG,766676,3
SVG,766676,4
CKING,766805,1
MMDA,766805,2
SVG,766805,3
IRA,766805,4
IRA,766805,5
CKING,766834,1
ATM,766834,2
ATM,766834,3
SVG,766863,1
SVG,766863,2
CKING,766889,1
MMDA,766889,2
SVG,766889,3
ATM,766889,4
ATM,766889,5
CKING,766937,1
ATM,766937,2
ATM,766937,3
CKING,766983,1
SVG,766983,2
ATM,766983,3
ATM,766983,4
CKING,767007,1
IRA,767007,2
IRA,767007,3
CKING,767036,1
MMDA,767036,2
SVG,767036,3
TRUST,767036,4
TRUST,767036,5
CKING,767075,1
SVG,767075,2
AUTO,767075,3
AUTO,767075,4
CKING,767106,1
MMDA,767106,2
MMDA,767106,3
CKING,767121,1
SVG,767121,2
ATM,767121,3
ATM,767121,4
CKING,767215,1
MMDA,767215,2
CD,767215,3
HMEQLC,767215,4
HMEQLC,767215,5
CKING,767242,1
MMDA,767242,2
SVG,767242,3
CD,767242,4
CD,767242,5
SVG,767309,1
ATM,767309,2
ATM,767309,3
CKING,767330,1
SVG,767330,2
CD,767330,3
CD,767330,4
CKING,767383,1
SVG,767383,2
ATM,767383,3
HMEQLC,767383,4
HMEQLC,767383,5
CKING,767507,1
SVG,767507,2
ATM,767507,3
HMEQLC,767507,4
HMEQLC,767507,5
CKING,767580,1
SVG,767580,2
ATM,767580,3
ATM,767580,4
CKING,767623,1
SVG,767623,2
SVG,767623,3
SVG,767644,1
SVG,767644,2
CKING,767688,1
SVG,767688,2
ATM,767688,3
ATM,767688,4
CKING,767716,1
SVG,767716,2
ATM,767716,3
AUTO,767716,4
AUTO,767716,5
CKING,767820,1
SVG,767820,2
SVG,767820,3
CKING,767837,1
MMDA,767837,2
SVG,767837,3
SVG,767837,4
CKING,767944,1
MTG,767944,2
MTG,767944,3
CKING,768051,1
CCRD,768051,2
CCRD,768051,3
IRA,768076,1
IRA,768076,2
CKING,768152,1
SVG,768152,2
CCRD,768152,3
CKCRD,768152,4
CKCRD,768152,5
CKING,768154,1
MMDA,768154,2
MMDA,768154,3
CKING,768155,1
SVG,768155,2
SVG,768155,3
CKING,768183,1
SVG,768183,2
ATM,768183,3
ATM,768183,4
CKING,768213,1
MMDA,768213,2
ATM,768213,3
HMEQLC,768213,4
HMEQLC,768213,5
CKING,768344,1
SVG,768344,2
CD,768344,3
ATM,768344,4
ATM,768344,5
CKING,768421,1
ATM,768421,2
CCRD,768421,3
HMEQLC,768421,4
HMEQLC,768421,5
CKING,768461,1
SVG,768461,2
CD,768461,3
ATM,768461,4
ATM,768461,5
CKING,768612,1
CKING,768612,2
SVG,768667,1
CD,768667,2
CD,768667,3
CKING,768671,1
SVG,768671,2
CD,768671,3
CD,768671,4
CKING,768695,1
SVG,768695,2
HMEQLC,768695,3
HMEQLC,768695,4
CKING,768702,1
SVG,768702,2
ATM,768702,3
CCRD,768702,4
HMEQLC,768702,5
HMEQLC,768702,6
CKING,768760,1
SVG,768760,2
CKCRD,768760,3
CKCRD,768760,4
CKING,768907,1
SVG,768907,2
ATM,768907,3
ATM,768907,4
CKING,768912,1
MMDA,768912,2
TRUST,768912,3
TRUST,768912,4
CKING,768975,1
SVG,768975,2
CD,768975,3
ATM,768975,4
CCRD,768975,5
HMEQLC,768975,6
HMEQLC,768975,7
CKING,769046,1
CKING,769046,2
CKING,769099,1
SVG,769099,2
CCRD,769099,3
MTG,769099,4
PLOAN,769099,5
AUTO,769099,6
CKCRD,769099,7
CKCRD,769099,8
CKING,769104,1
SVG,769104,2
IRA,769104,3
IRA,769104,4
CKING,769246,1
SVG,769246,2
SVG,769246,3
SVG,769292,1
SVG,769292,2
CKING,769300,1
ATM,769300,2
ATM,769300,3
CKING,769336,1
CD,769336,2
CD,769336,3
CKING,769370,1
SVG,769370,2
ATM,769370,3
HMEQLC,769370,4
HMEQLC,769370,5
SVG,769403,1
SVG,769403,2
CKING,769456,1
SVG,769456,2
ATM,769456,3
AUTO,769456,4
AUTO,769456,5
CKING,769746,1
MMDA,769746,2
TRUST,769746,3
AUTO,769746,4
AUTO,769746,5
CKING,769783,1
SVG,769783,2
SVG,769783,3
CKING,769886,1
SVG,769886,2
IRA,769886,3
CCRD,769886,4
HMEQLC,769886,5
CKCRD,769886,6
CKCRD,769886,7
CKING,769887,1
CKING,769887,2
SVG,769924,1
SVG,769924,2
CKING,769933,1
SVG,769933,2
ATM,769933,3
CCRD,769933,4
CCRD,769933,5
CKING,769934,1
SVG,769934,2
CCRD,769934,3
CKCRD,769934,4
CKCRD,769934,5
CKING,769952,1
ATM,769952,2
MTG,769952,3
MTG,769952,4
CKING,769994,1
SVG,769994,2
IRA,769994,3
CCRD,769994,4
HMEQLC,769994,5
CKCRD,769994,6
CKCRD,769994,7
CKING,770009,1
MMDA,770009,2
CCRD,770009,3
CCRD,770009,4
CKING,770109,1
MMDA,770109,2
CD,770109,3
IRA,770109,4
IRA,770109,5
CKING,770128,1
MMDA,770128,2
TRUST,770128,3
TRUST,770128,4
CKING,770132,1
SVG,770132,2
ATM,770132,3
ATM,770132,4
CKING,770211,1
SVG,770211,2
ATM,770211,3
HMEQLC,770211,4
HMEQLC,770211,5
CD,770256,1
CD,770256,2
CKING,770275,1
SVG,770275,2
CCRD,770275,3
CKCRD,770275,4
CKCRD,770275,5
CKING,770461,1
SVG,770461,2
ATM,770461,3
ATM,770461,4
CKING,770492,1
ATM,770492,2
CCRD,770492,3
CCRD,770492,4
CKING,770561,1
SVG,770561,2
IRA,770561,3
CCRD,770561,4
CCRD,770561,5
AUTO,770573,1
AUTO,770573,2
CKING,770724,1
SVG,770724,2
CCRD,770724,3
CKCRD,770724,4
CKCRD,770724,5
CKING,770734,1
SVG,770734,2
ATM,770734,3
CCRD,770734,4
MTG,770734,5
MTG,770734,6
CKING,770761,1
MMDA,770761,2
ATM,770761,3
ATM,770761,4
CKING,770793,1
SVG,770793,2
CD,770793,3
ATM,770793,4
MTG,770793,5
MTG,770793,6
CKING,770869,1
SVG,770869,2
ATM,770869,3
ATM,770869,4
IRA,770897,1
IRA,770897,2
CKING,770912,1
SVG,770912,2
CD,770912,3
ATM,770912,4
ATM,770912,5
MMDA,770971,1
ATM,770971,2
ATM,770971,3
CKING,771012,1
CKING,771012,2
CKING,771047,1
SVG,771047,2
ATM,771047,3
CCRD,771047,4
MTG,771047,5
MTG,771047,6
CKING,771186,1
SVG,771186,2
ATM,771186,3
MTG,771186,4
MTG,771186,5
CKING,771240,1
MMDA,771240,2
SVG,771240,3
CCRD,771240,4
AUTO,771240,5
CKCRD,771240,6
CKCRD,771240,7
CKING,771278,1
CD,771278,2
CD,771278,3
IRA,771322,1
IRA,771322,2
CKING,771381,1
SVG,771381,2
ATM,771381,3
ATM,771381,4
CKING,771523,1
SVG,771523,2
CD,771523,3
MTG,771523,4
MTG,771523,5
CKING,771555,1
CKING,771555,2
CKING,771560,1
SVG,771560,2
SVG,771560,3
CKING,771582,1
CKING,771582,2
CKING,771655,1
CKING,771655,2
CKING,771669,1
SVG,771669,2
CKCRD,771669,3
CKCRD,771669,4
CKING,771695,1
SVG,771695,2
SVG,771695,3
CKING,771895,1
CKING,771895,2
CD,772079,1
CD,772079,2
CKING,772266,1
SVG,772266,2
CD,772266,3
IRA,772266,4
HMEQLC,772266,5
AUTO,772266,6
CKCRD,772266,7
CKCRD,772266,8
CKING,772267,1
MMDA,772267,2
ATM,772267,3
ATM,772267,4
CD,772291,1
CD,772291,2
CKING,772322,1
SVG,772322,2
CKCRD,772322,3
CKCRD,772322,4
CKING,772325,1
CD,772325,2
CD,772325,3
CKING,772454,1
CKING,772454,2
CKING,772467,1
MMDA,772467,2
MMDA,772467,3
CKING,772513,1
SVG,772513,2
ATM,772513,3
ATM,772513,4
CKING,772559,1
CD,772559,2
TRUST,772559,3
TRUST,772559,4
CKING,772739,1
MMDA,772739,2
SVG,772739,3
CD,772739,4
CD,772739,5
CKING,772830,1
SVG,772830,2
ATM,772830,3
HMEQLC,772830,4
HMEQLC,772830,5
MMDA,772955,1
SVG,772955,2
CD,772955,3
TRUST,772955,4
TRUST,772955,5
SVG,772981,1
CD,772981,2
CD,772981,3
CKING,773003,1
SVG,773003,2
CD,773003,3
CCRD,773003,4
CKCRD,773003,5
CKCRD,773003,6
CKING,773045,1
SVG,773045,2
ATM,773045,3
HMEQLC,773045,4
HMEQLC,773045,5
CKING,773081,1
SVG,773081,2
CD,773081,3
MTG,773081,4
AUTO,773081,5
AUTO,773081,6
CKING,773093,1
MMDA,773093,2
TRUST,773093,3
PLOAN,773093,4
AUTO,773093,5
AUTO,773093,6
CKING,773315,1
SVG,773315,2
IRA,773315,3
IRA,773315,4
CKING,773398,1
SVG,773398,2
AUTO,773398,3
AUTO,773398,4
CKING,773542,1
SVG,773542,2
ATM,773542,3
CCRD,773542,4
MTG,773542,5
AUTO,773542,6
AUTO,773542,7
CKING,773726,1
CKING,773726,2
SVG,773848,1
CD,773848,2
CD,773848,3
CKING,773891,1
SVG,773891,2
CD,773891,3
TRUST,773891,4
CKCRD,773891,5
CKCRD,773891,6
CKING,773910,1
SVG,773910,2
IRA,773910,3
IRA,773910,4
CD,773982,1
CD,773982,2
CKING,774022,1
ATM,774022,2
HMEQLC,774022,3
HMEQLC,774022,4
CKING,774064,1
SVG,774064,2
ATM,774064,3
MTG,774064,4
MTG,774064,5
CD,774109,1
CCRD,774109,2
CCRD,774109,3
CKING,774111,1
SVG,774111,2
ATM,774111,3
ATM,774111,4
CKING,774143,1
ATM,774143,2
CCRD,774143,3
AUTO,774143,4
AUTO,774143,5
CKING,774323,1
MMDA,774323,2
SVG,774323,3
CD,774323,4
CD,774323,5
CKING,774348,1
SVG,774348,2
IRA,774348,3
IRA,774348,4
AUTO,774551,1
AUTO,774551,2
CKING,774584,1
SVG,774584,2
ATM,774584,3
ATM,774584,4
CKING,774622,1
HMEQLC,774622,2
AUTO,774622,3
CKCRD,774622,4
CKCRD,774622,5
CKING,774660,1
CKING,774660,2
CKING,774820,1
CD,774820,2
IRA,774820,3
ATM,774820,4
ATM,774820,5
CKING,774839,1
SVG,774839,2
HMEQLC,774839,3
HMEQLC,774839,4
CKING,774872,1
SVG,774872,2
ATM,774872,3
ATM,774872,4
CKING,774979,1
SVG,774979,2
ATM,774979,3
ATM,774979,4
CKING,775029,1
ATM,775029,2
MTG,775029,3
MTG,775029,4
CKING,775049,1
SVG,775049,2
IRA,775049,3
ATM,775049,4
ATM,775049,5
CKING,775145,1
ATM,775145,2
HMEQLC,775145,3
MTG,775145,4
MTG,775145,5
CKING,775174,1
CCRD,775174,2
CCRD,775174,3
SVG,775284,1
SVG,775284,2
CD,775389,1
CCRD,775389,2
CCRD,775389,3
SVG,775522,1
SVG,775522,2
CKING,775635,1
MTG,775635,2
MTG,775635,3
CKING,775696,1
SVG,775696,2
CD,775696,3
CD,775696,4
IRA,775729,1
IRA,775729,2
CKING,775823,1
MMDA,775823,2
HMEQLC,775823,3
CKCRD,775823,4
CKCRD,775823,5
CKING,775885,1
SVG,775885,2
HMEQLC,775885,3
HMEQLC,775885,4
CKING,775900,1
MMDA,775900,2
SVG,775900,3
ATM,775900,4
ATM,775900,5
CKING,775931,1
SVG,775931,2
SVG,775931,3
CKING,776030,1
SVG,776030,2
CD,776030,3
IRA,776030,4
IRA,776030,5
CKING,776052,1
SVG,776052,2
CD,776052,3
ATM,776052,4
ATM,776052,5
CKING,776309,1
SVG,776309,2
CD,776309,3
CD,776309,4
SVG,776390,1
IRA,776390,2
IRA,776390,3
SVG,776521,1
SVG,776521,2
CKING,776559,1
SVG,776559,2
IRA,776559,3
IRA,776559,4
CKING,776567,1
SVG,776567,2
ATM,776567,3
HMEQLC,776567,4
HMEQLC,776567,5
CKING,776587,1
ATM,776587,2
CCRD,776587,3
MTG,776587,4
MTG,776587,5
CKING,776730,1
SVG,776730,2
MTG,776730,3
CKCRD,776730,4
CKCRD,776730,5
CKING,777011,1
SVG,777011,2
CCRD,777011,3
CCRD,777011,4
CKING,777105,1
ATM,777105,2
HMEQLC,777105,3
HMEQLC,777105,4
CKING,777112,1
ATM,777112,2
HMEQLC,777112,3
MTG,777112,4
AUTO,777112,5
AUTO,777112,6
CKING,777140,1
MMDA,777140,2
CCRD,777140,3
CCRD,777140,4
CKING,777257,1
SVG,777257,2
CD,777257,3
CD,777257,4
CKING,777350,1
MMDA,777350,2
ATM,777350,3
ATM,777350,4
CKING,777456,1
MMDA,777456,2
SVG,777456,3
HMEQLC,777456,4
CKCRD,777456,5
CKCRD,777456,6
SVG,777582,1
ATM,777582,2
ATM,777582,3
SVG,777615,1
SVG,777615,2
CKING,777726,1
SVG,777726,2
AUTO,777726,3
AUTO,777726,4
CKING,777735,1
SVG,777735,2
ATM,777735,3
HMEQLC,777735,4
HMEQLC,777735,5
CKING,777796,1
MMDA,777796,2
SVG,777796,3
CD,777796,4
CCRD,777796,5
CKCRD,777796,6
CKCRD,777796,7
CKING,777800,1
MMDA,777800,2
CD,777800,3
IRA,777800,4
ATM,777800,5
ATM,777800,6
CKING,777806,1
SVG,777806,2
ATM,777806,3
ATM,777806,4
CKING,777840,1
MMDA,777840,2
CKCRD,777840,3
CKCRD,777840,4
CKING,777852,1
MMDA,777852,2
SVG,777852,3
ATM,777852,4
ATM,777852,5
CKING,777944,1
SVG,777944,2
ATM,777944,3
ATM,777944,4
CKING,778006,1
SVG,778006,2
HMEQLC,778006,3
HMEQLC,778006,4
CKING,778010,1
MMDA,778010,2
SVG,778010,3
ATM,778010,4
CCRD,778010,5
HMEQLC,778010,6
HMEQLC,778010,7
CKING,778163,1
SVG,778163,2
CD,778163,3
ATM,778163,4
ATM,778163,5
CKING,778228,1
SVG,778228,2
CD,778228,3
CCRD,778228,4
HMEQLC,778228,5
CKCRD,778228,6
CKCRD,778228,7
CKING,778256,1
SVG,778256,2
CD,778256,3
ATM,778256,4
MTG,778256,5
MTG,778256,6
CKING,778339,1
CD,778339,2
TRUST,778339,3
TRUST,778339,4
CKING,778480,1
SVG,778480,2
ATM,778480,3
ATM,778480,4
CKING,778550,1
SVG,778550,2
HMEQLC,778550,3
HMEQLC,778550,4
CKING,778625,1
SVG,778625,2
CD,778625,3
ATM,778625,4
HMEQLC,778625,5
HMEQLC,778625,6
SVG,778685,1
SVG,778685,2
CKING,778700,1
SVG,778700,2
CD,778700,3
IRA,778700,4
TRUST,778700,5
TRUST,778700,6
CKING,778728,1
SVG,778728,2
IRA,778728,3
IRA,778728,4
CKING,778754,1
MMDA,778754,2
CCRD,778754,3
CCRD,778754,4
CKING,778768,1
SVG,778768,2
CKCRD,778768,3
CKCRD,778768,4
CKING,778945,1
SVG,778945,2
CD,778945,3
ATM,778945,4
ATM,778945,5
CKING,779074,1
ATM,779074,2
ATM,779074,3
CKING,779124,1
MMDA,779124,2
ATM,779124,3
ATM,779124,4
CKING,779131,1
SVG,779131,2
CD,779131,3
ATM,779131,4
ATM,779131,5
CKING,779212,1
MMDA,779212,2
MTG,779212,3
MTG,779212,4
CKING,779246,1
SVG,779246,2
CD,779246,3
HMEQLC,779246,4
HMEQLC,779246,5
CKING,779276,1
MMDA,779276,2
SVG,779276,3
ATM,779276,4
ATM,779276,5
SVG,779284,1
SVG,779284,2
CKING,779339,1
SVG,779339,2
SVG,779339,3
MMDA,779457,1
CD,779457,2
IRA,779457,3
IRA,779457,4
SVG,779524,1
CCRD,779524,2
CCRD,779524,3
CKING,779595,1
SVG,779595,2
CD,779595,3
ATM,779595,4
ATM,779595,5
CKING,779614,1
SVG,779614,2
CD,779614,3
ATM,779614,4
ATM,779614,5
CKING,779758,1
CKING,779758,2
CD,779887,1
CD,779887,2
CKING,779889,1
ATM,779889,2
ATM,779889,3
CD,779946,1
CD,779946,2
CKING,779968,1
ATM,779968,2
HMEQLC,779968,3
AUTO,779968,4
AUTO,779968,5
CKING,780000,1
CD,780000,2
CD,780000,3
CKING,780033,1
SVG,780033,2
HMEQLC,780033,3
CKCRD,780033,4
CKCRD,780033,5
CKING,780039,1
SVG,780039,2
IRA,780039,3
PLOAN,780039,4
PLOAN,780039,5
SVG,780045,1
SVG,780045,2
SVG,780060,1
CD,780060,2
CD,780060,3
CKING,780399,1
SVG,780399,2
SVG,780399,3
CKING,780400,1
SVG,780400,2
ATM,780400,3
ATM,780400,4
CKING,780504,1
ATM,780504,2
ATM,780504,3
CKING,780518,1
SVG,780518,2
CKCRD,780518,3
CKCRD,780518,4
CKING,780581,1
SVG,780581,2
HMEQLC,780581,3
HMEQLC,780581,4
CKING,780620,1
SVG,780620,2
CD,780620,3
IRA,780620,4
IRA,780620,5
CKING,780821,1
SVG,780821,2
ATM,780821,3
ATM,780821,4
CKING,780847,1
SVG,780847,2
CCRD,780847,3
CKCRD,780847,4
CKCRD,780847,5
CKING,780869,1
SVG,780869,2
CD,780869,3
IRA,780869,4
CKCRD,780869,5
CKCRD,780869,6
CKING,780964,1
SVG,780964,2
ATM,780964,3
ATM,780964,4
CKING,781166,1
SVG,781166,2
CD,781166,3
ATM,781166,4
AUTO,781166,5
AUTO,781166,6
CKING,781194,1
MMDA,781194,2
SVG,781194,3
SVG,781194,4
CKING,781367,1
MMDA,781367,2
AUTO,781367,3
AUTO,781367,4
CKING,781412,1
SVG,781412,2
CD,781412,3
CD,781412,4
CKING,781583,1
CKING,781583,2
CKING,781617,1
SVG,781617,2
SVG,781617,3
CKING,781673,1
SVG,781673,2
AUTO,781673,3
AUTO,781673,4
CKING,781795,1
SVG,781795,2
SVG,781795,3
CKING,781871,1
CKING,781871,2
CKING,781933,1
SVG,781933,2
CCRD,781933,3
CKCRD,781933,4
CKCRD,781933,5
SVG,781957,1
CD,781957,2
ATM,781957,3
ATM,781957,4
CKING,781994,1
SVG,781994,2
SVG,781994,3
CKING,782116,1
CKCRD,782116,2
CKCRD,782116,3
CKING,782117,1
CKING,782117,2
CKING,782168,1
SVG,782168,2
SVG,782168,3
CKING,782262,1
SVG,782262,2
ATM,782262,3
ATM,782262,4
CKING,782299,1
SVG,782299,2
HMEQLC,782299,3
AUTO,782299,4
AUTO,782299,5
CKING,782337,1
MMDA,782337,2
IRA,782337,3
IRA,782337,4
CD,782342,1
CD,782342,2
CKING,782420,1
SVG,782420,2
ATM,782420,3
ATM,782420,4
CKING,782426,1
SVG,782426,2
CD,782426,3
TRUST,782426,4
TRUST,782426,5
CKING,782443,1
CKING,782443,2
CKING,782601,1
SVG,782601,2
CD,782601,3
IRA,782601,4
IRA,782601,5
CKING,782705,1
SVG,782705,2
ATM,782705,3
ATM,782705,4
CKING,782839,1
SVG,782839,2
CD,782839,3
ATM,782839,4
AUTO,782839,5
AUTO,782839,6
CKING,782899,1
MMDA,782899,2
MMDA,782899,3
CKING,782923,1
ATM,782923,2
ATM,782923,3
CKING,782946,1
CD,782946,2
TRUST,782946,3
TRUST,782946,4
CKING,782960,1
SVG,782960,2
CD,782960,3
ATM,782960,4
TRUST,782960,5
TRUST,782960,6
CKING,782992,1
MMDA,782992,2
SVG,782992,3
SVG,782992,4
CKING,783036,1
MMDA,783036,2
SVG,783036,3
CD,783036,4
TRUST,783036,5
TRUST,783036,6
CKING,783130,1
SVG,783130,2
CD,783130,3
ATM,783130,4
ATM,783130,5
CKING,783144,1
CKING,783144,2
CKING,783158,1
ATM,783158,2
AUTO,783158,3
AUTO,783158,4
CKING,783218,1
SVG,783218,2
ATM,783218,3
HMEQLC,783218,4
MTG,783218,5
MTG,783218,6
CKING,783230,1
SVG,783230,2
ATM,783230,3
ATM,783230,4
CKING,783303,1
ATM,783303,2
ATM,783303,3
CKING,783421,1
SVG,783421,2
ATM,783421,3
ATM,783421,4
CKING,783514,1
SVG,783514,2
CD,783514,3
CD,783514,4
MMDA,783547,1
MMDA,783547,2
CKING,783682,1
SVG,783682,2
ATM,783682,3
ATM,783682,4
CKING,783746,1
MMDA,783746,2
SVG,783746,3
CCRD,783746,4
CKCRD,783746,5
CKCRD,783746,6
SVG,783800,1
SVG,783800,2
MMDA,783819,1
CD,783819,2
ATM,783819,3
ATM,783819,4
CKING,783845,1
CKING,783845,2
CKING,783977,1
SVG,783977,2
ATM,783977,3
ATM,783977,4
CKING,784021,1
SVG,784021,2
ATM,784021,3
HMEQLC,784021,4
AUTO,784021,5
AUTO,784021,6
CKING,784023,1
CKING,784023,2
